num_cells,deltaBIC,params1,params2,model1BIC,model2BIC,num_cells_nonzero_AD,total_DP,median_DP,total_AD,median_AD,new_mutation,as_mutation,fraction_b_allele,num_cells_minor_cpt
3986,1228.6424067262305,[0.05015192 1.        ],[0.07103505 0.01423511 0.59751408 0.40248592],16406.337793593008,15177.695386866777,2468,200108,44.0,9884,2.0,False,False,0.005729430891588338,1604.308891455758
4023,1221.8319855177033,[0.07248749 1.        ],[0.08529276 0.05120433 0.60770669 0.39229331],26062.832735302527,24841.000749784824,3952,857570,190.0,62156,14.0,False,False,0.020087114629170583,1578.1959901058658
4020,1217.3045276626071,[0.5429198 1.       ],[0.59307429 0.50615928 0.42457356 0.57542644],29035.213945896674,27817.909418234067,4020,481526,106.0,261430,58.0,False,True,0.29125743466247217,1706.78570585325
4023,1210.2362546844688,[0.00375572 1.        ],[0.00737243 0.00065185 0.46529757 0.53470243],12686.050539991116,11475.814285306647,1534,1191488,268.0,4226,0.0,False,False,0.00034854454005573207,1871.8921279039882
4023,1203.4452948612834,[0.00578244 1.        ],[0.00917617 0.00157636 0.54010914 0.45989086],15367.673740323786,14164.228445462502,2077,1290216,282.0,7266,2.0,False,False,0.0007249546310458681,1850.140933684725
4020,1198.2679775553952,[0.02542068 1.        ],[0.01117972 0.03423558 0.43077808 0.56922192],18825.642146012862,17627.374168457467,2957,629814,134.0,15904,2.0,False,False,0.004815979915738983,1731.727901062129
4023,1192.7908910244914,[0.02487241 1.        ],[0.03347904 0.01369584 0.55442035 0.44557965],20990.11109190001,19797.320200875518,3462,861360,192.0,21368,4.0,False,False,0.006102588011839709,1792.5669316432188
4023,1189.1353925760413,[0.05729071 1.        ],[0.07092195 0.04145839 0.53474474 0.46525526],24971.15566513236,23782.020272556318,3918,870272,194.0,49848,10.0,False,False,0.019288732193467086,1871.7219047040035
4020,1184.119313166917,[0.03070814 1.        ],[0.04156317 0.01540062 0.56933165 0.43066835],20236.323643126423,19052.204329959506,3262,593582,130.0,18152,4.0,False,False,0.006632560559622571,1731.286764365244
4023,1179.712318142194,[0.00302704 1.        ],[0.0055803  0.00053665 0.4839362  0.5160638 ],13291.75141634026,12112.039098198065,1641,1645238,370.0,4742,0.0,False,False,0.000276945374134849,1946.875324754656
4023,1175.5926370947454,[0.0165709 1.       ],[0.02120315 0.00831151 0.61253176 0.38746824],21268.235375028493,20092.642737933747,3452,1371024,288.0,22662,4.0,False,False,0.003220447211931022,1558.7847395713854
4021,1164.329656738515,[0.24658515 1.        ],[0.27330475 0.20799335 0.5670313  0.4329687 ],28662.805945017906,27498.47628827939,4010,623132,136.0,153654,34.0,False,True,0.09005461226950007,1740.967139035535
4017,1157.043716648499,[0.11984879 1.        ],[0.14536743 0.08917353 0.52937325 0.47062675],24887.197581307588,23730.15386465909,3943,461610,102.0,55316,12.0,False,False,0.04196744929815316,1890.5076373090947
4021,1154.6310376806396,[0.55167198 1.        ],[0.59238057 0.51728203 0.46593828 0.53406172],30084.29379074771,28929.66275306707,4021,618788,136.0,341368,74.0,False,True,0.2762605311087402,1873.5378387174592
4021,1151.3463944801806,[0.06709667 1.        ],[0.08678717 0.04923875 0.48485826 0.51514174],24162.120736713834,23010.774342233653,3861,619524,136.0,41552,8.0,False,False,0.025364934794764395,1949.615081218503
4021,1146.9302196097924,[0.22330208 1.        ],[0.25017338 0.18657948 0.5648366  0.4351634 ],28259.02934833332,27112.099128723527,4013,601440,132.0,134302,30.0,False,True,0.08119256067101463,1749.792049472488
4023,1145.4353157131736,[0.03569202 1.        ],[0.04512213 0.02160808 0.59226852 0.40773148],22694.116459499117,21548.681143785943,3739,857962,190.0,30594,6.0,False,False,0.0088102932559011,1640.3037278118586
4023,1135.4391320449176,[0.04639308 1.        ],[0.05918533 0.03272954 0.50373112 0.49626888],23841.029772240658,22705.59064019574,3835,861482,192.0,39948,8.0,False,False,0.016242650086566227,1996.4897077765295
4022,1122.1190401166205,[0.01470032 1.        ],[0.00171327 0.02003944 0.32048589 0.67951411],15830.463931264672,14708.344891148052,2378,583280,134.0,8410,2.0,False,False,0.0005490797018172239,1288.9942596955616
4023,1120.7255384366108,[0.00967399 1.        ],[0.01470586 0.00480383 0.48427717 0.51572283],18043.860279501732,16923.13474106512,2730,1291018,282.0,12360,2.0,False,False,0.0024774463943089387,1948.2470484102923
4021,1106.9248268496704,[0.01887639 1.        ],[0.02570205 0.00606824 0.63899106 0.36100894],17864.33837112497,16757.4135442753,2793,624632,138.0,11668,2.0,False,False,0.0021906877115859657,1451.6169538363497
4023,1101.7460249051765,[0.00997411 1.        ],[0.01459899 0.00471923 0.52416135 0.47583865],18146.045002930234,17044.298978025057,2842,1294762,282.0,12796,2.0,False,False,0.002245591767486902,1914.2988727441875
4021,1098.6892624046595,[0.05339307 1.        ],[0.06398387 0.03005851 0.66915923 0.33084077],23062.461588032893,21963.772325628233,3760,625776,138.0,33386,8.0,False,False,0.009944580173475312,1330.3107488372425
4021,1098.5058911940578,[0.72324181 1.        ],[0.75445462 0.68770289 0.53206581 0.46793419],28975.085991266027,27876.58010007197,4021,612448,134.0,442948,96.0,False,True,0.32179969273948006,1881.5633786562662
4023,1095.2987660938234,[0.00700435 1.        ],[0.00194278 0.01008986 0.39523549 0.60476451],16150.437965204823,15055.139199111,2371,1294224,282.0,8900,2.0,False,False,0.0007678574733680851,1590.032396356003
3984,1093.3209041431692,[0.04178366 1.        ],[0.06835481 0.01703651 0.46008389 0.53991611],15540.783905479862,14447.463001336693,2271,199152,44.0,8150,2.0,False,False,0.009198285557810791,1832.974219598305
4021,1090.0220796444373,[0.03924759 1.        ],[0.05049027 0.02222384 0.59223069 0.40776931],21595.284535846236,20505.2624562018,3573,622530,136.0,24388,6.0,False,False,0.009062197941779294,1639.640408345546
4001,1088.16298236273,[0.07203098 1.        ],[0.09598518 0.03872189 0.5724227  0.4275773 ],20238.66620197572,19150.50321961299,3374,271032,60.0,19460,4.0,False,False,0.016556602195210705,1710.7367734363188
4023,1081.9114478667543,[0.03768931 1.        ],[0.04769142 0.02393555 0.57416874 0.42583126],22869.82299842974,21787.911550562985,3757,852194,190.0,32092,6.0,False,False,0.010192506692590357,1713.1191506157343
4021,1068.3516616334382,[0.04589392 1.        ],[0.0589993  0.0285683  0.56377274 0.43622726],22161.6484395787,21093.296777945263,3669,615794,136.0,28226,6.0,False,False,0.012462270899608977,1754.0698024248777
4023,1067.3215260403767,[5.42159136e-04 1.00000000e+00],[1.47126907e-01 4.24246523e-04 7.45855976e-04 9.99254144e-01],3755.5703503378936,2688.248824297517,13,997862,222.0,140,0.0,False,False,0.00042393009653396793,3.0005785899825934
4021,1047.4716467772414,[0.04041223 1.        ],[0.05254752 0.02398939 0.57225871 0.42774129],21624.059962183303,20576.58831540606,3586,612030,134.0,24690,6.0,False,False,0.010261250696203636,1719.9477285968348
4021,1046.5812951117732,[0.20289991 1.        ],[0.23287924 0.17372047 0.49209688 0.50790312],27733.770553461924,26687.18925835015,4002,607846,134.0,123330,26.0,False,True,0.08823317029190879,1978.7215645668305
4023,1045.138497409098,[0.00946062 1.        ],[0.01354215 0.00411662 0.55899522 0.44100478],17811.569797089105,16766.431299680007,2794,1295148,282.0,12130,2.0,False,False,0.0018154497469120483,1774.1622156148162
4021,1040.6361309074018,[0.05024121 1.        ],[0.06111412 0.02919899 0.64131086 0.35868914],22726.2591914243,21685.623060516897,3718,625588,138.0,31400,6.0,False,False,0.010473359026975304,1442.2890145392698
4021,1039.7575881869307,[0.0844387 1.       ],[0.10096098 0.06020116 0.57769243 0.42230757],24767.62338085167,23727.86579266474,3925,614216,134.0,51854,12.0,False,False,0.02542340433501656,1698.0987438180325
4023,1036.250296174836,[0.05109591 1.        ],[0.06359157 0.03661862 0.52435933 0.47564067],24176.24609069987,23139.995794525035,3884,860106,192.0,43934,10.0,False,False,0.01741730334041983,1913.5024237127172
4023,1034.2135097753053,[0.02401181 1.        ],[0.03125982 0.0124963  0.6038298  0.3961702 ],20707.434386229852,19673.220876454547,3433,862034,192.0,20640,4.0,False,False,0.004950661445180608,1593.7926964498702
4023,1026.9424914742121,[0.00179678 1.        ],[4.28218699e-03 3.83950335e-04 3.76332193e-01 6.23667807e-01],10962.892118778587,9935.949627304375,1201,1853430,410.0,3048,0.0,False,False,0.00023945746358381204,1513.984412102943
4017,1021.0629684238993,[0.2595322 1.       ],[0.29625207 0.22301293 0.49245631 0.50754369],27375.427663418173,26354.364694994274,4007,465842,102.0,120900,26.0,False,True,0.113188806479329,1978.196981733628
3986,1013.1734544018709,[0.02828295 1.        ],[0.04470747 0.00463017 0.55692732 0.44307268],13256.845405462835,12243.671951060964,1759,202196,44.0,5496,0.0,False,False,0.0020515027444334886,1766.0877156557838
4023,1011.6021362508559,[3.19928161e-04 1.00000000e+00],[5.19823525e-02 2.44043603e-04 1.23712597e-03 9.98762874e-01],3666.5266576356616,2654.9245213848058,12,1703820,362.0,144,0.0,False,False,0.00024374169078439795,4.976957775338693
4021,1006.2180195754772,[0.05875606 1.        ],[0.07696355 0.04318527 0.46163037 0.53836963],23395.860954445427,22389.64293486995,3792,621330,136.0,36484,8.0,False,False,0.023249639670955915,1856.215706535928
4015,1003.9486126857737,[0.19488843 1.        ],[0.22364787 0.15671101 0.55368601 0.44631399],26413.6502643888,25409.701651703028,3982,451896,100.0,88066,18.0,False,True,0.06994231732918528,1791.950683729251
3976,1001.3707997485762,[0.02325675 1.        ],[0.03749681 0.00475182 0.52828892 0.47171108],13003.528906683392,12002.158106934816,1703,245490,52.0,5482,0.0,False,False,0.002241486954436939,1875.5232560815145
4023,998.313268926795,[0.00922077 1.        ],[0.01320942 0.00400366 0.5565169  0.4434831 ],17518.867454167448,16520.554185240653,2734,1290662,282.0,11772,2.0,False,False,0.0017755544475944929,1784.132503342028
4020,994.9235644839209,[0.02328173 1.        ],[0.03260175 0.01067444 0.5562618  0.4437382 ],17988.440757996945,16993.517193513024,2854,572234,122.0,13206,2.0,False,False,0.004736657497589394,1783.8275576722422
4021,988.8966218678306,[0.01396634 1.        ],[0.01918399 0.00256482 0.66433622 0.33566378],15812.67178000221,14823.77515813438,2359,615494,136.0,8430,2.0,False,False,0.0008609181234032042,1349.7040613379181
4017,986.3030816189566,[0.01940076 1.        ],[0.0277643  0.00551143 0.61347741 0.38652259],16135.667199494628,15149.364117875672,2448,463018,102.0,8826,2.0,False,False,0.0021302920527052154,1552.6612353616251
4020,985.4346048187494,[8.99753957e-04 1.00000000e+00],[3.90242998e-01 7.35349645e-04 4.97523562e-04 9.99502476e-01],3785.6819931165687,2800.2473882978193,16,582826,124.0,124,0.0,False,False,0.0007349837908338495,2.0000447185342516
4001,984.0290585049061,[0.02521749 1.        ],[0.03785928 0.00504232 0.59886487 0.40113513],14420.55875521175,13436.529696706844,2071,271280,60.0,6648,2.0,False,False,0.0020226517285590875,1604.941642544761
4021,972.1028135633933,[0.07066512 1.        ],[0.08793369 0.05186946 0.50790844 0.49209156],23862.424886026194,22890.3220724628,3877,625208,138.0,44166,10.0,False,False,0.02552452530299612,1978.7001530218351
3982,969.5954125266362,[0.02311743 1.        ],[0.0420837  0.0049234  0.46938844 0.53061156],12054.006511810212,11084.411099283576,1492,197124,44.0,4308,0.0,False,False,0.0026124122329373206,1869.1047858602847
4023,965.31505892936,[0.00523135 1.        ],[0.0099042  0.00122716 0.46911477 0.53088523],12577.906408848583,11612.591349919223,1591,879162,196.0,4356,0.0,False,False,0.0006514819523362552,1887.2487351031905
4021,960.6307627284787,[0.01551264 1.        ],[0.02012563 0.00242343 0.71226231 0.28773769],16298.749769963755,15338.119007235277,2514,623150,136.0,9516,2.0,False,False,0.0006973116016835019,1156.9932485395755
4023,956.9011211320212,[0.00521371 1.        ],[0.00984456 0.00121228 0.47070352 0.52929648],12550.098725141142,11593.197604009121,1587,878760,196.0,4338,0.0,False,False,0.0006416575090633441,1893.6402640756392
3988,951.9536758443228,[0.02205257 1.        ],[0.03625117 0.00520684 0.51000285 0.48999715],12889.401766774103,11937.44809092978,1711,255104,54.0,5398,0.0,False,False,0.0025513360340420257,1954.1086475985762
4021,946.1342037544928,[0.01174721 1.        ],[0.01791695 0.00306789 0.57420297 0.42579703],14709.781525565139,13763.647321810646,2138,614980,134.0,7036,2.0,False,False,0.001306298599717312,1712.129856848226
4021,937.2895744146499,[0.0074072 1.       ],[0.01436928 0.00135408 0.45157367 0.54842633],11624.812874112393,10687.523299697743,1394,545780,122.0,3780,0.0,False,False,0.0007426109864839603,1815.7777451976237
4023,931.97965632247,[0.04278755 1.        ],[0.05292527 0.02857155 0.57810388 0.42189612],23049.042993434676,22117.063337112206,3819,852360,190.0,36450,8.0,False,False,0.012054227121718362,1697.2880794843288
4023,928.580863781106,[3.48291205e-04 1.00000000e+00],[4.85676654e-02 2.74840998e-04 1.77294338e-03 9.98227057e-01],3901.5968674273195,2973.0160036462134,46,1739062,394.0,208,0.0,False,False,0.0002743537205897408,7.132551212938811
4023,927.7142237953576,[0.0022592 1.       ],[4.77641785e-03 4.60503842e-04 4.11582941e-01 5.88417059e-01],11289.44520659359,10361.730982798232,1300,1636994,368.0,3426,0.0,False,False,0.0002709683162625826,1655.7981730777083
4021,926.672986002206,[0.01037846 1.        ],[0.01527976 0.00156781 0.62199357 0.37800643],14072.692262910987,13146.01927690878,1988,622568,136.0,6258,0.0,False,False,0.0005926418784909666,1519.963839071413
4019,926.5449610075357,[0.01356011 1.        ],[0.02109386 0.00579848 0.49252548 0.50747452],15933.786264147178,15007.241303139643,2393,669508,146.0,8916,2.0,False,False,0.0029425802097086382,1979.4599007435256
4023,917.807532425295,[0.00369418 1.        ],[0.00650228 0.00081268 0.48951397 0.51048603],12313.31725398537,11395.509721560074,1529,1296472,282.0,4540,0.0,False,False,0.0004148627387579812,1969.3147200105925
4023,917.5603467441397,[0.00149469 1.        ],[2.88534590e-03 3.20898020e-04 4.47326985e-01 5.52673015e-01],12078.264495969328,11160.704149225188,1482,2886290,650.0,4060,0.0,False,False,0.00017735167639168365,1799.596461576952
4023,902.8016379886849,[0.00509918 1.        ],[0.00929708 0.00102997 0.49460163 0.50539837],12316.728818747217,11413.927180758532,1564,879338,196.0,4238,0.0,False,False,0.0005205453874149702,1989.7823592172904
4023,896.3931027133294,[0.00493262 1.        ],[0.01139758 0.00115166 0.36075122 0.63924878],10512.743863058877,9616.350760345547,1144,662508,152.0,2980,0.0,False,False,0.0007362002868264649,1451.302139949399
4017,888.383848293206,[0.00891562 1.        ],[0.01717911 0.00203889 0.45209524 0.54790476],11706.538025128937,10818.154176835731,1431,467786,102.0,3912,0.0,False,False,0.0011171185033975407,1816.066597702632
4021,886.708759018511,[0.009844 1.      ],[0.01518932 0.00186462 0.5863929  0.4136071 ],13683.339652083292,12796.630893064781,1912,612038,134.0,5814,0.0,False,False,0.0007712186443768257,1663.1141305813892
3963,881.2575128090939,[0.02735789 1.        ],[0.04039956 0.0056564  0.58387554 0.41612446],13499.509410694125,12618.251897885031,1896,239006,52.0,6332,0.0,False,False,0.002353764666318053,1649.1012545890433
4022,870.8201447564516,[0.01354901 1.        ],[0.02298787 0.00245004 0.52335208 0.47664792],12371.091633055566,11500.271488299115,1624,356026,80.0,4584,0.0,False,False,0.0011678072646832602,1917.0779480107083
4023,869.0250995956685,[0.00190442 1.        ],[4.49780313e-03 4.18231987e-04 3.62557754e-01 6.37442246e-01],10338.9129462785,9469.887846682832,1117,1638606,370.0,2830,0.0,False,False,0.00026659873690031903,1458.5698444303825
4022,867.383789243097,[0.00131943 1.        ],[0.14367087 0.00101822 0.00137893 0.99862107],3681.0474365681926,2813.6636473250956,11,408584,94.0,138,0.0,False,False,0.0010168203131547045,5.54605057778456
4023,862.4807207962294,[0.00381104 1.        ],[0.00764304 0.00076673 0.42900598 0.57099402],11149.989244154069,10287.50852335784,1314,989468,224.0,3500,0.0,False,False,0.00043780026306653174,1725.8910556457713
4023,860.521007638752,[3.35953383e-04 1.00000000e+00],[4.67928913e-02 2.74158391e-04 2.66389034e-04 9.99733611e-01],3680.263288799533,2819.7422811607807,44,1773758,402.0,198,0.0,False,False,0.000274085357825595,1.0716830832929511
4023,858.1894660741782,[0.00697424 1.        ],[0.00347931 0.01141533 0.56113452 0.43886548],15823.869814214078,14965.6803481399,2403,1292184,282.0,8850,2.0,False,False,0.0019523585671628388,1765.5558290792733
3969,856.9949064982411,[0.02000614 1.        ],[0.03441292 0.00482121 0.47986719 0.52013281],11948.044286507562,11091.04938000932,1515,240896,52.0,4574,0.0,False,False,0.002507670621129269,1904.5928820781287
4023,851.7252166497074,[0.00431709 1.        ],[0.00097939 0.00766044 0.52101592 0.47898408],11893.641319768987,11041.91610311928,1487,1060806,226.0,4326,0.0,False,False,0.0005102797205631879,1926.9529391094266
4023,843.8339065609889,[0.00420588 1.        ],[0.00671907 0.00086867 0.55415937 0.44584063],12880.861231637726,12037.027325076737,1724,1291978,282.0,5204,0.0,False,False,0.00038728891067619153,1793.6168451695198
4022,841.5500314512465,[0.01003011 1.        ],[0.00215879 0.01399976 0.36906378 0.63093622],14650.408338116085,13808.858306664839,2168,776602,168.0,7604,2.0,False,False,0.0007967306395247674,1484.374505411463
4023,838.2376668094312,[0.00869935 1.        ],[0.01208119 0.00149717 0.6613532  0.3386468 ],14778.725616746622,13940.487949937191,2226,860030,192.0,7302,2.0,False,False,0.0005070131730835381,1362.3760734292146
4021,835.2433259865957,[0.00924812 1.        ],[0.014358   0.00172678 0.57705163 0.42294837],13262.062160832294,12426.818834845699,1830,616244,136.0,5480,0.0,False,False,0.00073033900743313,1700.675411908966
4017,831.1091295085916,[0.01374799 1.        ],[0.02042067 0.00256056 0.60589278 0.39410722],13928.450267144219,13097.341137635627,1980,464628,102.0,6184,0.0,False,False,0.001009134793322854,1583.1287124656014
4023,830.6730139393239,[0.00464759 1.        ],[0.00637156 0.00081182 0.66829541 0.33170459],15203.167013235898,14372.493999296574,2287,1697998,362.0,7718,2.0,False,False,0.0002692853504103931,1334.447579267439
4023,829.439256218518,[7.96456785e-04 1.00000000e+00],[6.16563379e-02 6.44578808e-04 7.65728177e-04 9.99234272e-01],3912.609264618151,3083.170008399633,73,834948,184.0,270,0.0,False,False,0.0006440852358169856,3.0805244571545645
4022,828.9391408476513,[0.00846348 1.        ],[0.00189734 0.01259605 0.4184222  0.5815778 ],13699.81388943677,12870.874748589118,1940,774646,168.0,6348,0.0,False,False,0.0007938887490411841,1682.8941043378136
4022,826.5661653993247,[0.01193775 1.        ],[0.0019001  0.01533264 0.28909536 0.71090464],15490.694792666021,14664.128627266697,2399,774208,166.0,9080,2.0,False,False,0.0005493091377566064,1162.7415294649466
